ALT(m)	PRESS(mb)	TEMP(C)	RH(%)	SPEED (m/s)	WDIR(deg)
1888	813.38		26.25	13.99	6.40		267.89
1889	813.24		26.25	13.97	6.70		269.69
1890	813.17		26.27	13.98	7.40		272.73
1891	813.06		26.25	13.98	7.50		272.69
1893	812.88		26.28	13.98	7.87		271.71
1894	812.83		26.21	13.96	7.80		267.49
1895	812.74		26.29	13.95	7.80		266.09
1896	812.59		26.25	13.97	7.75		263.10
1897	812.50		26.21	13.96	7.50		261.19
1899	812.34		26.25	13.95	7.60		260.19
1900	812.28		26.25	13.95	7.45		259.65
1901	812.12		26.25	13.93	7.40		259.99
1902	812.03		26.16	13.93	7.27		260.29
1903	811.96		26.19	13.93	7.25		261.55
1904	811.89		26.14	13.92	7.20		260.99
1905	811.80		26.14	13.92	7.50		262.19
1906	811.68		26.16	13.93	7.60		263.24
1907	811.61		26.10	13.92	7.85		263.44
1908	811.47		26.17	13.90	8.00		262.39
1909	811.43		26.10	13.89	8.00		263.89
1910	811.31		26.10	13.89	7.30		260.77
1911	811.20		26.06	13.88	7.20		258.49
1912	811.15		26.14	13.90	7.10		259.07
1913	811.06		26.06	13.87	7.20		256.89
1914	810.93		26.06	13.88	7.30		256.29
1916	810.80		26.06	13.88	7.40		256.09
1917	810.71		26.06	13.88	7.60		256.29
1918	810.59		26.02	13.86	7.50		257.89
1919	810.48		25.98	13.85	7.40		257.29
1920	810.38		26.06	13.85	7.40		258.19
1922	810.22		25.98	13.84	7.27		255.87
1924	809.98		25.96	13.83	7.40		254.39
1925	809.92		25.98	13.84	7.40		254.09
1927	809.74		25.96	13.83	7.35		254.94
1928	809.62		25.94	13.82	7.30		255.99
1929	809.60		25.98	13.82	7.00		256.19
1930	809.47		25.90	13.83	6.90		256.39
1931	809.38		25.90	13.83	6.90		256.49
1932	809.27		25.92	13.83	7.25		258.50
1934	809.10		25.90	13.82	7.30		262.68
1935	808.97		25.94	13.81	7.20		262.59
1936	808.91		25.87	13.81	7.10		262.04
1937	808.79		25.87	13.80	7.10		261.39
1939	808.65		25.90	13.78	7.00		260.79
1940	808.53		25.80	13.78	7.07		260.83
